name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source,cluster_id,pop_N,pop_NE,pop_E,pop_SE,pop_S,pop_SW,pop_W,pop_NW,total_pop_served,dominant_direction,uniqueness_score,explanation
"Location (35.0171, -85.3234)",35.01705219736802,-85.32336403190399,84,surface lot,388,False,2026-02-20T14:48:59.464672,OpenStreetMap,38,14971.0,18351.0,19504.0,18320.0,12691.0,10515.0,8158.0,7748.0,110258.0,E,35.97778162663132,High overlap (64.0%) with same-direction sites
"Location (35.0468, -85.3080)",35.046823346075854,-85.30803514502146,82,surface lot,389,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21712.0,13213.0,20035.0,21459.0,17428.0,15932.0,10274.0,8094.0,128147.0,N,40.179552126073595,High overlap (59.8%) with same-direction sites
"Location (35.0721, -85.1320)",35.07205558734025,-85.13196324316854,81,surface lot,390,False,2026-02-20T14:48:59.464672,OpenStreetMap,4,9413.0,4849.0,12379.0,20135.0,14777.0,13512.0,9467.0,4849.0,89381.0,SE,38.038141780454524,High overlap (62.0%) with same-direction sites
"Location (35.0350, -85.2069)",35.035003055316096,-85.20689474369976,78,surface lot,391,False,2026-02-20T14:48:59.464672,OpenStreetMap,66,12313.0,13711.0,17454.0,17686.0,12705.0,19080.0,19840.0,12397.0,125186.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0484, -85.3204)",35.04838912664305,-85.3204107818403,77,surface lot,392,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,14208.0,19736.0,20981.0,20315.0,14754.0,6966.0,4813.0,4718.0,106491.0,E,33.31696590668528,High overlap (66.7%) with same-direction sites
"Location (35.0915, -85.0651)",35.0915082115669,-85.06510482789506,77,surface lot,393,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,5514.0,8401.0,8292.0,9508.0,18929.0,14154.0,4978.0,10719.0,80495.0,S,29.660072276467574,High overlap (70.3%) with same-direction sites
"Location (35.0102, -85.2146)",35.01021659996227,-85.21463525781625,74,surface lot,394,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,11928.0,12096.0,15107.0,13255.0,10199.0,25266.0,19730.0,19812.0,127393.0,SW,31.1682638504996,High overlap (68.8%) with same-direction sites
"Location (35.0428, -85.2917)",35.04277132642124,-85.2917155073621,74,surface lot,395,False,2026-02-20T14:48:59.464672,OpenStreetMap,49,19016.0,13327.0,22000.0,24422.0,20724.0,19142.0,17031.0,17415.0,153077.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0201, -85.3403)",35.02008211800106,-85.34031429694933,74,surface lot,396,False,2026-02-20T14:48:59.464672,OpenStreetMap,64,9024.0,20815.0,17292.0,13036.0,11949.0,7039.0,5067.0,6645.0,90867.0,NE,21.372619655150615,High overlap (78.6%) with same-direction sites
"Location (35.0823, -85.0584)",35.082251533155265,-85.05841486321074,74,surface lot,397,False,2026-02-20T14:48:59.464672,OpenStreetMap,48,11268.0,4887.0,8015.0,10222.0,13223.0,9306.0,10299.0,10982.0,78202.0,S,26.604065862208024,High overlap (73.4%) with same-direction sites
"Location (35.0925, -85.3044)",35.09252922267051,-85.30442067853735,73,surface lot,398,False,2026-02-20T14:48:59.464672,OpenStreetMap,67,18841.0,19376.0,9793.0,16854.0,19018.0,10354.0,9547.0,16454.0,120237.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.0690, -85.2886)",35.06900404991419,-85.28862971958424,73,surface lot,399,False,2026-02-20T14:48:59.464672,OpenStreetMap,68,15813.0,6056.0,9850.0,22446.0,24561.0,20968.0,14036.0,19474.0,133204.0,S,8.375907707859497,High overlap (91.6%) with same-direction sites
"Location (35.0440, -85.1566)",35.04399147155459,-85.15656223115232,73,surface lot,400,False,2026-02-20T14:48:59.464672,OpenStreetMap,25,11000.0,13671.0,18513.0,13678.0,18605.0,15177.0,10362.0,10652.0,111658.0,S,44.715794669993436,High overlap (55.3%) with same-direction sites
"Location (35.1014, -85.2741)",35.101363525980624,-85.27414118910697,72,surface lot,401,False,2026-02-20T14:48:59.464672,OpenStreetMap,65,21182.0,17055.0,6658.0,10677.0,9996.0,16462.0,17597.0,18264.0,117891.0,N,12.883610671804146,High overlap (87.1%) with same-direction sites
"Location (35.0930, -85.3052)",35.093031688183714,-85.305208213433,72,surface lot,402,False,2026-02-20T14:48:59.464672,OpenStreetMap,67,18841.0,19376.0,9793.0,14100.0,20899.0,10544.0,7666.0,16454.0,117673.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0458, -85.3032)",35.045819739506214,-85.30320602208882,71,surface lot,403,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23321.0,15633.0,20988.0,22761.0,16790.0,15801.0,13865.0,11384.0,140543.0,N,34.60866737193713,High overlap (65.4%) with same-direction sites
"Location (35.0420, -85.3024)",35.0420418987999,-85.30242816346835,71,surface lot,404,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24166.0,16183.0,22553.0,17486.0,16527.0,13458.0,11821.0,12764.0,134958.0,N,41.36286378664569,High overlap (58.6%) with same-direction sites
"Location (35.0361, -85.3092)",35.036137545725175,-85.30923749843295,71,surface lot,405,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22671.0,20186.0,24928.0,18466.0,13447.0,11545.0,7959.0,9180.0,128382.0,E,38.26385271278476,High overlap (61.7%) with same-direction sites
"Location (35.0507, -85.3050)",35.05069797480284,-85.30502034904833,71,surface lot,406,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,13186.0,20293.0,24188.0,19761.0,14229.0,8559.0,10082.0,134326.0,SE,29.79171083926945,High overlap (70.2%) with same-direction sites
"Location (35.1551, -85.2482)",35.1550621279136,-85.24822830163262,71,surface lot,407,False,2026-02-20T14:48:59.464672,OpenStreetMap,2,11795.0,11354.0,17810.0,12785.0,16003.0,17674.0,13885.0,13113.0,114419.0,E,18.272139184521308,High overlap (81.7%) with same-direction sites
"Location (35.0106, -85.2120)",35.01058804943503,-85.21199105859314,71,surface lot,408,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,12907.0,11276.0,15107.0,13255.0,8836.0,25266.0,19730.0,22149.0,128526.0,SW,27.237518177735165,High overlap (72.8%) with same-direction sites
"Location (35.1526, -85.2421)",35.152574598550025,-85.24213388215489,70,surface lot,409,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12508.0,10589.0,16399.0,12785.0,10636.0,19718.0,15978.0,11941.0,110554.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.1467, -85.2214)",35.146661986628786,-85.22144916671827,70,surface lot,410,False,2026-02-20T14:48:59.464672,OpenStreetMap,50,10228.0,16616.0,12427.0,12554.0,10102.0,14670.0,17392.0,11574.0,105563.0,W,35.31687954012717,High overlap (64.7%) with same-direction sites
"Location (35.1243, -85.3020)",35.12425403235082,-85.30197989902092,70,surface lot,411,False,2026-02-20T14:48:59.464672,OpenStreetMap,57,12518.0,14772.0,19591.0,17174.0,18550.0,10912.0,11593.0,12209.0,117319.0,E,46.39554955147492,High overlap (53.6%) with same-direction sites
"Location (35.0613, -85.3093)",35.06125289864448,-85.30925758049517,69,surface lot,412,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18691.0,16275.0,19611.0,27070.0,23304.0,11323.0,5647.0,10476.0,132397.0,SE,36.24293882858628,High overlap (63.8%) with same-direction sites
"Location (35.0341, -85.2065)",35.034119209730186,-85.20651550314132,69,surface lot,413,False,2026-02-20T14:48:59.464672,OpenStreetMap,66,12313.0,13711.0,17454.0,17686.0,13356.0,20783.0,18854.0,12397.0,126554.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.0455, -85.1624)",35.045492110108256,-85.16237576889189,67,surface lot,414,False,2026-02-20T14:48:59.464672,OpenStreetMap,63,11000.0,11770.0,14219.0,13098.0,19526.0,15917.0,10083.0,9496.0,105109.0,S,14.68218957399079,High overlap (85.3%) with same-direction sites
"Location (35.0439, -85.3057)",35.04393614872973,-85.30568090002332,67,surface lot,415,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24431.0,18186.0,21348.0,19605.0,15371.0,13638.0,8499.0,10617.0,131695.0,N,37.45111833846181,High overlap (62.5%) with same-direction sites
"Location (35.0116, -85.2134)",35.01156529734761,-85.21342631577687,66,surface lot,416,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,9945.0,12096.0,15655.0,13255.0,10199.0,25266.0,19730.0,22149.0,128295.0,SW,27.860446640561733,High overlap (72.1%) with same-direction sites
"Location (35.0476, -85.3068)",35.04757378607601,-85.30677592766769,65,surface lot,417,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22473.0,11515.0,21021.0,26542.0,17696.0,15932.0,10274.0,8094.0,133547.0,SE,38.69880243082401,High overlap (61.3%) with same-direction sites
"Location (35.0909, -85.0653)",35.09087226322973,-85.06530047185157,65,surface lot,418,False,2026-02-20T14:48:59.464672,OpenStreetMap,15,5514.0,8401.0,8292.0,9508.0,18929.0,14154.0,4978.0,10719.0,80495.0,S,28.99334978826734,High overlap (71.0%) with same-direction sites
"Location (35.0493, -85.3135)",35.049318894773336,-85.31352727633838,65,surface lot,419,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19133.0,14868.0,19770.0,20683.0,18770.0,12589.0,8994.0,7097.0,121904.0,SE,33.80646568737197,High overlap (66.2%) with same-direction sites
"Location (35.0127, -85.2288)",35.01273842930068,-85.22879359389265,65,surface lot,420,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,18985.0,15806.0,19046.0,12335.0,21222.0,18198.0,24497.0,23561.0,153650.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0266, -85.2538)",35.02661247820976,-85.25382361212543,64,surface lot,421,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,23069.0,16157.0,15139.0,21609.0,20759.0,18434.0,18802.0,23417.0,157386.0,NW,100.0,Isolated site (no nearby competitors)
"Location (35.0512, -85.3101)",35.05116114127173,-85.3101480390994,63,surface lot,422,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19574.0,15473.0,16703.0,22696.0,14428.0,13088.0,8559.0,8959.0,119480.0,SE,33.56417562588819,High overlap (66.4%) with same-direction sites
"Location (35.0323, -85.1858)",35.03233663793065,-85.18576456392432,63,surface lot,423,False,2026-02-20T14:48:59.464672,OpenStreetMap,45,10132.0,15936.0,19439.0,17995.0,12551.0,17807.0,16559.0,6952.0,117371.0,E,20.10395170991063,High overlap (79.9%) with same-direction sites
"Location (35.1284, -85.1973)",35.12835282282113,-85.19734340712046,61,surface lot,424,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13354.0,6234.0,10632.0,14123.0,14751.0,8911.0,13858.0,12459.0,94322.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0407, -85.3074)",35.04066289970974,-85.30736986468823,60,surface lot,425,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22530.0,17134.0,24448.0,23787.0,14211.0,12097.0,10460.0,8733.0,133400.0,E,31.184493047347562,High overlap (68.8%) with same-direction sites
"Location (35.0651, -85.3101)",35.06507799644751,-85.3101291208222,59,surface lot,426,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18196.0,16298.0,15970.0,26250.0,22990.0,10421.0,5647.0,10476.0,126248.0,SE,35.56143821138035,High overlap (64.4%) with same-direction sites
"Location (35.0628, -85.3131)",35.06284820128521,-85.31314002259259,59,surface lot,427,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,15212.0,17585.0,16352.0,23926.0,20180.0,11255.0,5647.0,7635.0,117792.0,SE,32.851106570777944,High overlap (67.1%) with same-direction sites
"Location (35.1095, -85.2188)",35.10954587687409,-85.21883040947594,59,surface lot,428,False,2026-02-20T14:48:59.464672,OpenStreetMap,42,11537.0,9617.0,11812.0,11882.0,9685.0,6711.0,13585.0,14429.0,89258.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0557, -85.1862)",35.05567701966165,-85.18622722425081,59,surface lot,429,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,11890.0,4573.0,11757.0,11807.0,16856.0,13166.0,12349.0,10527.0,92925.0,S,40.35149971757397,High overlap (59.6%) with same-direction sites
"Location (35.0120, -85.1584)",35.01201514997338,-85.15842511281159,59,surface lot,430,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,19304.0,16972.0,18311.0,21150.0,11637.0,16281.0,17994.0,16222.0,137871.0,SE,100.0,Isolated site (no nearby competitors)
48,35.04533040257817,-85.30076733272011,59,surface lot,431,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23583.0,15698.0,18830.0,22761.0,19172.0,15801.0,17187.0,14992.0,148024.0,N,39.88444838183817,High overlap (60.1%) with same-direction sites
"Location (35.0532, -85.1858)",35.05323770060779,-85.18575435218489,58,surface lot,432,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,13266.0,8863.0,12299.0,14489.0,18222.0,11850.0,14641.0,11903.0,105533.0,S,32.81134211105234,High overlap (67.2%) with same-direction sites
"Location (35.0353, -85.3087)",35.035300031234875,-85.3086620618421,58,surface lot,433,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23246.0,18812.0,21981.0,17395.0,13447.0,11545.0,8158.0,9180.0,123764.0,N,37.23567533907766,High overlap (62.8%) with same-direction sites
"Location (35.0463, -85.3123)",35.04634348389672,-85.31227924790477,58,surface lot,434,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18519.0,13140.0,20182.0,18776.0,17185.0,14257.0,8828.0,6232.0,117119.0,E,32.12452075115476,High overlap (67.9%) with same-direction sites
"Location (35.0490, -85.3042)",35.04897282820741,-85.30419297782,57,surface lot,435,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,11745.0,20761.0,23834.0,19544.0,19222.0,11593.0,10536.0,141263.0,N,28.33893534036971,High overlap (71.7%) with same-direction sites
"Location (35.0614, -85.2981)",35.06139175647579,-85.29810827325541,57,surface lot,436,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18900.0,12004.0,11992.0,19647.0,24544.0,13172.0,11518.0,17872.0,129649.0,S,28.091646982044338,High overlap (71.9%) with same-direction sites
"Location (35.0566, -85.1256)",35.056628929318364,-85.12559567065875,57,surface lot,437,False,2026-02-20T14:48:59.464672,OpenStreetMap,17,3986.0,8473.0,11003.0,21715.0,19188.0,12617.0,15995.0,9668.0,102645.0,SE,20.861604332630634,High overlap (79.1%) with same-direction sites
"Location (35.1021, -85.2307)",35.10208302342428,-85.23066484428142,56,surface lot,438,False,2026-02-20T14:48:59.464672,OpenStreetMap,14,14172.0,9214.0,10405.0,9301.0,10744.0,7724.0,8256.0,15189.0,85005.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0686, -85.2890)",35.06859740891066,-85.2889725503452,56,surface lot,439,False,2026-02-20T14:48:59.464672,OpenStreetMap,68,18074.0,6056.0,9850.0,21209.0,25247.0,20968.0,14036.0,19474.0,134914.0,S,8.375907707859497,High overlap (91.6%) with same-direction sites
"Location (35.1558, -85.2481)",35.15578097425068,-85.24810668034532,55,surface lot,440,False,2026-02-20T14:48:59.464672,OpenStreetMap,2,11795.0,11354.0,17810.0,12785.0,16003.0,17674.0,13885.0,13113.0,114419.0,E,23.693053158673294,High overlap (76.3%) with same-direction sites
"Location (35.1225, -85.2404)",35.122517242581,-85.24037523135391,53,surface lot,441,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,11680.0,11167.0,10839.0,8549.0,5339.0,10046.0,19163.0,16474.0,93257.0,W,33.882296607997695,High overlap (66.1%) with same-direction sites
"Location (35.1080, -85.2169)",35.10796857473961,-85.21689515670239,53,surface lot,442,False,2026-02-20T14:48:59.464672,OpenStreetMap,42,16788.0,9617.0,9582.0,13198.0,9685.0,9048.0,9879.0,14429.0,92226.0,N,70.0,Serves different direction than overlapping sites
"Location (35.0103, -85.2126)",35.01027653041836,-85.21262374866188,53,surface lot,443,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,11511.0,12096.0,15107.0,13255.0,10199.0,25266.0,19730.0,22149.0,129313.0,SW,28.988433580704587,High overlap (71.0%) with same-direction sites
"Location (35.0226, -85.3200)",35.022564542504966,-85.31998661322025,53,surface lot,444,False,2026-02-20T14:48:59.464672,OpenStreetMap,51,17295.0,20495.0,22513.0,17865.0,11005.0,10714.0,7547.0,6128.0,113562.0,E,44.411406022545286,High overlap (55.6%) with same-direction sites
"Location (35.0103, -85.2197)",35.01031428402828,-85.21967875992327,52,surface lot,445,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,12718.0,11647.0,18182.0,15995.0,15792.0,24115.0,20436.0,20133.0,139018.0,SW,37.931009240290194,High overlap (62.1%) with same-direction sites
"Location (35.0412, -85.2989)",35.04121288401757,-85.29887372471157,52,surface lot,446,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23585.0,16992.0,24272.0,17486.0,19467.0,14004.0,11821.0,14083.0,141710.0,E,70.0,Serves different direction than overlapping sites
"Location (35.0628, -85.3062)",35.062820035655704,-85.306206448451,52,surface lot,447,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18000.0,13313.0,16430.0,26171.0,19196.0,13714.0,7697.0,12359.0,126880.0,SE,30.955159396080102,High overlap (69.0%) with same-direction sites
"Location (35.0480, -85.3132)",35.04798505534965,-85.3132320032941,52,surface lot,448,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20507.0,14868.0,19770.0,20747.0,17409.0,14257.0,8994.0,6232.0,122784.0,SE,35.69635162813222,High overlap (64.3%) with same-direction sites
"Location (35.0507, -85.3113)",35.05073522874692,-85.31126268550427,51,surface lot,449,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,19574.0,14868.0,17799.0,22696.0,17064.0,13088.0,8559.0,8959.0,122607.0,SE,35.69303497528688,High overlap (64.3%) with same-direction sites
"Location (35.1269, -85.2158)",35.126900030548434,-85.21584547658117,51,surface lot,450,False,2026-02-20T14:48:59.464672,OpenStreetMap,61,12456.0,13064.0,12230.0,11562.0,7850.0,7764.0,15360.0,15913.0,96199.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0410, -85.3059)",35.04099605785371,-85.30590317473718,51,surface lot,451,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23333.0,16582.0,24882.0,21155.0,15919.0,13458.0,11821.0,10793.0,137943.0,E,31.63534085629738,High overlap (68.4%) with same-direction sites
"Location (35.1537, -85.2483)",35.153688643101745,-85.24830080642108,51,surface lot,452,False,2026-02-20T14:48:59.464672,OpenStreetMap,2,11795.0,11354.0,17810.0,12785.0,16003.0,18969.0,15844.0,11501.0,116061.0,SW,27.347027975668748,High overlap (72.7%) with same-direction sites
"Location (35.0450, -85.3115)",35.04501257872872,-85.31145640465141,51,surface lot,453,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20016.0,15598.0,21377.0,17782.0,14526.0,12743.0,6879.0,7570.0,116491.0,E,30.016228052756233,High overlap (70.0%) with same-direction sites
"Location (35.0506, -85.1328)",35.050604284507,-85.13281330436963,50,surface lot,454,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,6411.0,13812.0,11999.0,15406.0,17373.0,18535.0,15102.0,10657.0,109295.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.0630, -85.3031)",35.06297766958749,-85.30314032813763,50,surface lot,455,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18945.0,13380.0,14340.0,21827.0,23063.0,15839.0,9071.0,15074.0,131539.0,S,40.753522367019166,High overlap (59.2%) with same-direction sites
"Location (35.0488, -85.3039)",35.04882878220551,-85.30387725883605,50,surface lot,456,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,24028.0,11745.0,20761.0,23834.0,19544.0,19222.0,11593.0,10536.0,141263.0,N,29.84028218903576,High overlap (70.2%) with same-direction sites
"Location (35.0345, -85.3072)",35.03452393762402,-85.3071801023775,50,surface lot,457,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23246.0,19897.0,22879.0,18324.0,13447.0,11545.0,8158.0,9180.0,126676.0,N,31.12246908046088,High overlap (68.9%) with same-direction sites
"Location (35.0308, -85.2699)",35.03082361484079,-85.26989151087975,50,surface lot,458,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,15829.0,14718.0,20776.0,21534.0,19333.0,18561.0,15994.0,24879.0,151624.0,NW,70.0,Serves different direction than overlapping sites
