name,Latitude,Longitude,capacity,type,parking_id,capacity_estimated,processing_date,data_source,cluster_id,pop_N,pop_NE,pop_E,pop_SE,pop_S,pop_SW,pop_W,pop_NW,total_pop_served,dominant_direction,uniqueness_score,explanation
"Location (35.0210, -85.2908)",35.02103039683582,-85.29082707361378,346,large surface lot,97,False,2026-02-20T14:48:59.464672,OpenStreetMap,28,22847.0,22074.0,22655.0,24272.0,18907.0,13206.0,16010.0,17911.0,157882.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.1246, -85.2392)",35.12464205094291,-85.23919626450387,342,large surface lot,98,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,10502.0,10504.0,10176.0,8704.0,6611.0,11258.0,16720.0,14317.0,88792.0,W,30.42101143354912,High overlap (69.6%) with same-direction sites
"Location (35.0387, -85.1471)",35.038671423007806,-85.14713584531661,342,large surface lot,99,False,2026-02-20T14:48:59.464672,OpenStreetMap,30,12412.0,16151.0,20812.0,17376.0,17044.0,18553.0,11728.0,16996.0,131072.0,E,70.0,Serves different direction than overlapping sites
"Location (35.0668, -85.2066)",35.06681011300421,-85.20655052182653,338,large surface lot,100,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,10500.0,12531.0,10582.0,10090.0,9370.0,14530.0,12145.0,6489.0,86237.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.0631, -85.1917)",35.06306957344289,-85.19168684542628,338,large surface lot,101,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,14671.0,10211.0,9767.0,12076.0,13742.0,13214.0,12956.0,8190.0,94827.0,N,70.0,Serves different direction than overlapping sites
"Location (35.0059, -85.3898)",35.00594879073914,-85.38981459988348,336,large surface lot,102,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,4872.0,6971.0,4877.0,8934.0,5168.0,5182.0,3091.0,3526.0,42621.0,SE,32.72773221844998,High overlap (67.3%) with same-direction sites
"Location (35.0575, -85.2541)",35.05751409929292,-85.25411341950011,333,large surface lot,103,False,2026-02-20T14:48:59.464672,OpenStreetMap,31,7735.0,10744.0,8806.0,17538.0,22604.0,23575.0,22474.0,12057.0,125533.0,SW,22.926643885141452,High overlap (77.1%) with same-direction sites
"Location (35.0700, -85.1410)",35.06997184313256,-85.14104792037267,331,large surface lot,104,False,2026-02-20T14:48:59.464672,OpenStreetMap,4,6549.0,3544.0,11387.0,14100.0,16305.0,14989.0,13046.0,9316.0,89236.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0069, -85.3905)",35.006855125651214,-85.39046322338702,327,large surface lot,105,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,4872.0,6971.0,3934.0,8048.0,5168.0,5182.0,3091.0,3526.0,40792.0,SE,26.750965151098605,High overlap (73.2%) with same-direction sites
"Location (35.0463, -85.3161)",35.046292717290925,-85.31611296503742,324,large surface lot,106,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18796.0,17671.0,23096.0,18939.0,14196.0,9114.0,5599.0,5504.0,112915.0,E,41.716029174737116,High overlap (58.3%) with same-direction sites
"Location (35.0129, -85.1873)",35.012926230637085,-85.18727177270547,321,large surface lot,107,False,2026-02-20T14:48:59.464672,OpenStreetMap,23,11519.0,17668.0,19568.0,18438.0,13294.0,16388.0,17939.0,15759.0,130573.0,E,21.776573120051136,High overlap (78.2%) with same-direction sites
"Location (35.0480, -85.2928)",35.048028370523376,-85.29276234416513,320,large surface lot,108,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,22020.0,11184.0,15604.0,22288.0,23028.0,16976.0,18271.0,21338.0,150709.0,S,37.48119506444172,High overlap (62.5%) with same-direction sites
"Location (35.1148, -85.2930)",35.11481531924898,-85.29301244829927,320,surface lot,109,False,2026-02-20T14:48:59.464672,OpenStreetMap,32,11880.0,17129.0,15111.0,10923.0,19073.0,14157.0,15674.0,17291.0,121238.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0308, -85.3055)",35.03078715351266,-85.30550819901035,317,large surface lot,110,False,2026-02-20T14:48:59.464672,OpenStreetMap,11,26537.0,21964.0,25335.0,19450.0,11744.0,10987.0,9303.0,9180.0,134500.0,N,22.06242189333566,High overlap (77.9%) with same-direction sites
"Location (35.0633, -85.1634)",35.063300286650545,-85.16337861424604,314,large surface lot,111,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,15085.0,5064.0,11553.0,19151.0,16413.0,10747.0,10478.0,14670.0,103161.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0343, -85.2190)",35.03428025356094,-85.21902664584522,314,large surface lot,112,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,12179.0,8694.0,13347.0,14153.0,16771.0,20793.0,26054.0,21672.0,133663.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0468, -85.3023)",35.04681566206796,-85.30227047457397,307,surface lot,113,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,21350.0,13662.0,20761.0,25465.0,18992.0,18283.0,13564.0,10536.0,142613.0,SE,35.615455604514864,High overlap (64.4%) with same-direction sites
"Location (35.0822, -85.3207)",35.08222379673156,-85.32069330700021,306,large surface lot,114,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,16453.0,19072.0,15107.0,24421.0,18248.0,5326.0,3785.0,11793.0,114205.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0331, -85.1567)",35.03311814456318,-85.15670859593905,306,surface lot,115,False,2026-02-20T14:48:59.464672,OpenStreetMap,5,11609.0,12478.0,18793.0,17745.0,19781.0,10813.0,13050.0,7856.0,112125.0,S,35.19325494807048,High overlap (64.8%) with same-direction sites
"Location (35.0350, -85.3162)",35.03502095346396,-85.31623529572497,302,large surface lot,116,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,18593.0,21700.0,22249.0,17795.0,10762.0,9842.0,8394.0,6679.0,116014.0,E,39.571660023596664,High overlap (60.4%) with same-direction sites
"Location (35.0101, -85.3267)",35.010089311101105,-85.32671200205131,300,large surface lot,117,False,2026-02-20T14:48:59.464672,OpenStreetMap,33,14295.0,20943.0,19860.0,15496.0,8975.0,12947.0,5510.0,8918.0,106944.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.0641, -85.2729)",35.064067497480046,-85.2729361838566,299,large surface lot,118,False,2026-02-20T14:48:59.464672,OpenStreetMap,34,11163.0,5742.0,9994.0,27180.0,22913.0,23082.0,19400.0,18968.0,138442.0,SE,29.914991628739294,High overlap (70.1%) with same-direction sites
"Location (35.0438, -85.2821)",35.043767421572944,-85.28213720311025,299,surface lot,119,False,2026-02-20T14:48:59.464672,OpenStreetMap,35,13995.0,13960.0,17603.0,20381.0,20591.0,13592.0,17279.0,21016.0,138417.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.0456, -85.2590)",35.04559555429741,-85.2590478250369,297,large surface lot,120,False,2026-02-20T14:48:59.464672,OpenStreetMap,22,9886.0,12079.0,13276.0,20537.0,20841.0,23839.0,21794.0,18234.0,140486.0,SW,30.420417292539838,High overlap (69.6%) with same-direction sites
"Location (35.0582, -85.1912)",35.05819833968248,-85.19119483583502,297,large surface lot,121,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,11808.0,6553.0,11757.0,13719.0,16515.0,14695.0,14829.0,9693.0,99569.0,S,32.36124933208281,High overlap (67.6%) with same-direction sites
"Location (35.1434, -85.2381)",35.14340086729745,-85.23812529055392,294,surface lot,122,False,2026-02-20T14:48:59.464672,OpenStreetMap,36,13919.0,15138.0,14405.0,10140.0,7172.0,14025.0,18760.0,11941.0,105500.0,W,30.904618133144357,High overlap (69.1%) with same-direction sites
"Location (35.0117, -85.2427)",35.01173377803675,-85.24265005315131,294,large surface lot,123,False,2026-02-20T14:48:59.464672,OpenStreetMap,37,20100.0,15215.0,19265.0,17873.0,22676.0,26452.0,19061.0,21881.0,162523.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.1105, -85.3209)",35.11050238699997,-85.32091371490793,293,large surface lot,124,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,14648.0,17416.0,18668.0,19668.0,14561.0,6586.0,9371.0,11460.0,112378.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0516, -85.3070)",35.05161456623402,-85.3070100612764,292,surface lot,125,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,20148.0,13918.0,18908.0,20183.0,17718.0,14229.0,8559.0,10082.0,123745.0,SE,38.829563623368536,High overlap (61.2%) with same-direction sites
"Location (35.0871, -85.1891)",35.08712907868956,-85.18910268485764,292,large surface lot,126,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13489.0,14098.0,4403.0,9809.0,9640.0,9984.0,11303.0,11944.0,84670.0,NE,100.0,Isolated site (no nearby competitors)
"Location (35.0068, -85.2108)",35.00678145987231,-85.21081940286273,291,large surface lot,127,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,12907.0,11276.0,15107.0,13255.0,9584.0,20908.0,22195.0,23045.0,128277.0,NW,42.59248951319119,High overlap (57.4%) with same-direction sites
"Location (35.0543, -85.2811)",35.05426791594952,-85.28112647420322,290,large surface lot,128,False,2026-02-20T14:48:59.464672,OpenStreetMap,16,14061.0,8392.0,17606.0,21584.0,20237.0,20725.0,19088.0,21309.0,143002.0,SE,32.8517696485972,High overlap (67.1%) with same-direction sites
"Location (35.0129, -85.1886)",35.01291792616527,-85.18858738047174,288,large surface lot,129,False,2026-02-20T14:48:59.464672,OpenStreetMap,23,13293.0,19044.0,19568.0,18438.0,13294.0,13615.0,19310.0,15759.0,132321.0,E,22.12309236686849,High overlap (77.9%) with same-direction sites
"Location (35.1035, -85.3245)",35.103500221735,-85.32453758745989,288,large surface lot,130,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,14648.0,17855.0,16720.0,20158.0,15309.0,5233.0,6046.0,10107.0,106076.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0588, -85.2533)",35.058833799072026,-85.25333123171085,287,large surface lot,131,False,2026-02-20T14:48:59.464672,OpenStreetMap,31,7735.0,10744.0,8806.0,16221.0,23394.0,23575.0,19521.0,12057.0,122053.0,SW,22.926643885141452,High overlap (77.1%) with same-direction sites
"Location (35.0592, -85.1893)",35.059154215148205,-85.18928475214904,286,large surface lot,132,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,12288.0,6553.0,11757.0,12963.0,16515.0,13214.0,13969.0,10527.0,97786.0,S,34.48563567607954,High overlap (65.5%) with same-direction sites
"Location (35.0580, -85.2772)",35.0580380795084,-85.27717651381793,285,large surface lot,133,False,2026-02-20T14:48:59.464672,OpenStreetMap,16,11210.0,6493.0,15770.0,23679.0,23713.0,25002.0,17156.0,19623.0,142646.0,SW,37.47460185760936,High overlap (62.5%) with same-direction sites
CCA lot,35.07934562405543,-85.30268484901084,283,large surface lot,134,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,17688.0,11596.0,9499.0,17279.0,25388.0,11528.0,12174.0,14552.0,119704.0,S,100.0,Isolated site (no nearby competitors)
"Location (35.0147, -85.3261)",35.01470149370823,-85.32607949387622,282,large surface lot,135,False,2026-02-20T14:48:59.464672,OpenStreetMap,38,13871.0,19033.0,19744.0,16621.0,10840.0,12360.0,7026.0,8893.0,108388.0,E,33.856904357333526,High overlap (66.1%) with same-direction sites
"Location (35.0434, -85.2808)",35.04335261678071,-85.28084648840338,281,large surface lot,136,False,2026-02-20T14:48:59.464672,OpenStreetMap,35,13217.0,13960.0,19377.0,21353.0,22326.0,13592.0,18162.0,21990.0,143977.0,S,70.0,Serves different direction than overlapping sites
"Location (35.0505, -85.3152)",35.050544103242174,-85.31519473756589,281,large surface lot,137,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,17059.0,17663.0,18732.0,24092.0,15710.0,7951.0,6694.0,5583.0,113484.0,SE,35.40979740569418,High overlap (64.6%) with same-direction sites
"Location (35.0630, -85.3218)",35.06299499721008,-85.32182863405997,280,surface lot,138,False,2026-02-20T14:48:59.464672,OpenStreetMap,39,14647.0,19410.0,16558.0,22270.0,16925.0,8526.0,4220.0,4650.0,107206.0,SE,31.24739420295245,High overlap (68.8%) with same-direction sites
"Location (35.1081, -85.2368)",35.108052576036634,-85.23677297752536,278,large surface lot,139,False,2026-02-20T14:48:59.464672,OpenStreetMap,40,15268.0,7959.0,13902.0,15008.0,12424.0,8536.0,13610.0,14798.0,101505.0,N,70.0,Serves different direction than overlapping sites
"Location (35.0488, -85.2413)",35.04876294365399,-85.24129681944245,277,large surface lot,140,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,11313.0,12246.0,10685.0,16106.0,22525.0,23762.0,24670.0,13724.0,135031.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0554, -85.1895)",35.05537662829871,-85.18952329138257,275,large surface lot,141,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,13040.0,6553.0,13133.0,16492.0,16856.0,12920.0,14445.0,9693.0,103132.0,S,39.862968208102046,High overlap (60.1%) with same-direction sites
"Location (35.0196, -85.3137)",35.019575665101186,-85.31373953844592,274,large surface lot,142,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,21985.0,25419.0,23439.0,18947.0,13328.0,10515.0,8281.0,5693.0,127607.0,NE,100.0,Isolated site (no nearby competitors)
"Location (35.0526, -85.1851)",35.052606002986,-85.1851497216704,270,large surface lot,143,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,13266.0,8863.0,13371.0,12796.0,18222.0,11850.0,11661.0,11903.0,101932.0,S,28.507021983144277,High overlap (71.5%) with same-direction sites
"Location (35.0997, -85.2429)",35.09967379076254,-85.24286039494275,266,large surface lot,144,False,2026-02-20T14:48:59.464672,OpenStreetMap,14,18746.0,9799.0,10099.0,10466.0,12968.0,7067.0,14166.0,16100.0,99411.0,N,32.548914549854146,High overlap (67.5%) with same-direction sites
"Location (35.0679, -85.3144)",35.06786003699469,-85.31443922688364,266,large surface lot,145,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,16074.0,16892.0,13358.0,22936.0,18465.0,8121.0,5647.0,8922.0,110415.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0069, -85.3887)",35.006876511812145,-85.38869183619312,265,large surface lot,146,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,4872.0,5500.0,4492.0,10103.0,5168.0,5182.0,3091.0,3526.0,41934.0,SE,32.744858438340074,High overlap (67.3%) with same-direction sites
"Location (35.1593, -85.1957)",35.15926142497324,-85.19573036465137,263,large surface lot,147,False,2026-02-20T14:48:59.464672,OpenStreetMap,41,14468.0,10653.0,6127.0,9112.0,13030.0,12714.0,10335.0,11726.0,88165.0,N,44.238259376079824,High overlap (55.8%) with same-direction sites
"Location (35.1304, -85.2352)",35.13039485617173,-85.23524006979672,262,large surface lot,148,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12358.0,11150.0,11567.0,8041.0,7919.0,11410.0,18211.0,12670.0,93326.0,W,35.64056061759905,High overlap (64.4%) with same-direction sites
"Location (35.0346, -85.2698)",35.03458260401585,-85.26977059979895,260,large surface lot,149,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,12138.0,15792.0,18291.0,26165.0,19652.0,18366.0,20556.0,21197.0,152157.0,SE,34.85866236311339,High overlap (65.1%) with same-direction sites
"Location (35.1089, -85.2135)",35.10887121256355,-85.21353586561212,259,surface lot,150,False,2026-02-20T14:48:59.464672,OpenStreetMap,42,12732.0,8729.0,9582.0,13198.0,13090.0,7304.0,14643.0,18352.0,97630.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.1293, -85.2475)",35.129272768041,-85.24745038554555,258,surface lot,151,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,14296.0,10487.0,8629.0,7589.0,6303.0,18953.0,20971.0,14605.0,101833.0,W,100.0,Isolated site (no nearby competitors)
"Location (35.0228, -85.2752)",35.022757878059565,-85.27520907484525,257,large surface lot,152,False,2026-02-20T14:48:59.464672,OpenStreetMap,43,18036.0,17651.0,19425.0,24978.0,21479.0,16748.0,16891.0,24998.0,160206.0,NW,70.0,Serves different direction than overlapping sites
"Location (35.1194, -85.2907)",35.11937317223161,-85.29065525386771,256,large surface lot,153,False,2026-02-20T14:48:59.464672,OpenStreetMap,44,11178.0,17129.0,17742.0,9800.0,17546.0,15461.0,14907.0,20555.0,124318.0,NW,32.74444516993405,High overlap (67.3%) with same-direction sites
"Location (35.0090, -85.3291)",35.009029427525896,-85.3290534241312,256,surface lot,154,False,2026-02-20T14:48:59.464672,OpenStreetMap,33,15915.0,20997.0,21513.0,19310.0,8975.0,10103.0,4369.0,6645.0,107827.0,E,70.0,Serves different direction than overlapping sites
"Location (35.0186, -85.1714)",35.018567768035695,-85.17143146695223,256,surface lot,155,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13064.0,17679.0,15443.0,21533.0,16974.0,12931.0,19505.0,13196.0,130325.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0327, -85.1841)",35.03273278940476,-85.18409398171862,256,surface lot,156,False,2026-02-20T14:48:59.464672,OpenStreetMap,45,10132.0,15936.0,14915.0,19371.0,15233.0,17807.0,15112.0,6952.0,115458.0,SE,70.0,Serves different direction than overlapping sites
"Location (35.0387, -85.3114)",35.03873544259497,-85.31143113298401,255,surface lot,157,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,17420.0,18648.0,20596.0,23986.0,11466.0,12097.0,9674.0,7219.0,121106.0,SE,36.20535049405205,High overlap (63.8%) with same-direction sites
"Location (35.0185, -85.2388)",35.01854163340034,-85.23879863700941,255,large surface lot,158,False,2026-02-20T14:48:59.464672,OpenStreetMap,46,18147.0,13215.0,15675.0,13099.0,20438.0,25021.0,24148.0,21331.0,151074.0,SW,30.554946877317224,High overlap (69.4%) with same-direction sites
"Location (35.1072, -85.2956)",35.107166090607976,-85.29563237169648,255,large surface lot,159,False,2026-02-20T14:48:59.464672,OpenStreetMap,47,13796.0,19419.0,10749.0,10193.0,16988.0,13980.0,15923.0,17197.0,118245.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.0471, -85.3177)",35.04709646826373,-85.31772455860713,253,large surface lot,160,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,16722.0,18449.0,24334.0,17645.0,14196.0,7951.0,5599.0,5504.0,110400.0,E,40.83224903855942,High overlap (59.2%) with same-direction sites
Cell Waiting Lot,35.03099291263438,-85.19572156535918,252,surface lot,161,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,13147.0,11292.0,14982.0,22416.0,12582.0,19947.0,17711.0,8644.0,120721.0,SE,100.0,Isolated site (no nearby competitors)
"Location (35.0554, -85.2832)",35.055441889899015,-85.28316760527449,251,surface lot,162,False,2026-02-20T14:48:59.464672,OpenStreetMap,16,15516.0,7721.0,17606.0,24361.0,21299.0,25560.0,15732.0,18458.0,146253.0,SW,32.58358733702645,High overlap (67.4%) with same-direction sites
"Location (35.0142, -85.1878)",35.0141508048146,-85.18781587552867,251,large surface lot,163,False,2026-02-20T14:48:59.464672,OpenStreetMap,23,11519.0,14008.0,19568.0,16573.0,13294.0,11548.0,17939.0,15759.0,120208.0,E,25.929406788273468,High overlap (74.1%) with same-direction sites
"Location (35.0823, -85.0555)",35.08231798729073,-85.05550750873273,251,large surface lot,164,False,2026-02-20T14:48:59.464672,OpenStreetMap,48,8939.0,2558.0,8015.0,8757.0,10863.0,10996.0,11989.0,8653.0,70770.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0439, -85.2878)",35.04392026129822,-85.2877713931982,249,large surface lot,165,False,2026-02-20T14:48:59.464672,OpenStreetMap,49,19023.0,12851.0,19298.0,19133.0,17342.0,20854.0,16475.0,18858.0,143834.0,SW,36.49554506476817,High overlap (63.5%) with same-direction sites
"Location (35.1325, -85.2367)",35.132541279791326,-85.23665879475843,248,large surface lot,166,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,13204.0,11679.0,11567.0,8041.0,7919.0,12842.0,17174.0,13506.0,95932.0,W,35.68047350740342,High overlap (64.3%) with same-direction sites
"Location (35.0087, -85.3899)",35.008732168991386,-85.38989000860302,248,large surface lot,167,False,2026-02-20T14:48:59.464672,OpenStreetMap,1,4872.0,6971.0,4492.0,9217.0,5168.0,5182.0,3091.0,3526.0,42519.0,SE,29.838977814404323,High overlap (70.2%) with same-direction sites
"Location (35.1183, -85.2786)",35.11827828549984,-85.27856812559175,244,large surface lot,168,False,2026-02-20T14:48:59.464672,OpenStreetMap,12,15500.0,16822.0,14261.0,7758.0,14714.0,16131.0,17679.0,15313.0,118178.0,W,70.0,Serves different direction than overlapping sites
"Location (35.0316, -85.3046)",35.03158188654797,-85.30462619208217,244,large surface lot,169,False,2026-02-20T14:48:59.464672,OpenStreetMap,11,26537.0,21964.0,25335.0,19450.0,13443.0,10987.0,9303.0,10694.0,137713.0,N,28.569661012619484,High overlap (71.4%) with same-direction sites
"Location (35.1357, -85.2813)",35.13567439625437,-85.28125029696109,243,large surface lot,170,False,2026-02-20T14:48:59.464672,OpenStreetMap,20,9498.0,14008.0,21567.0,14841.0,13317.0,13600.0,15933.0,12603.0,115367.0,E,33.417096844156234,High overlap (66.6%) with same-direction sites
"Location (35.0612, -85.3059)",35.061221973728976,-85.30594665898377,242,surface lot,171,False,2026-02-20T14:48:59.464672,OpenStreetMap,21,18419.0,14413.0,15480.0,25827.0,20877.0,13515.0,6747.0,13459.0,128737.0,SE,35.20384228924623,High overlap (64.8%) with same-direction sites
"Location (35.0599, -85.1340)",35.059929423239915,-85.13403447342169,242,large surface lot,172,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,2914.0,9222.0,13388.0,19143.0,17755.0,20959.0,10316.0,8151.0,101848.0,SW,100.0,Isolated site (no nearby competitors)
"Location (35.0098, -85.2182)",35.00982690309232,-85.21815400234249,240,large surface lot,173,False,2026-02-20T14:48:59.464672,OpenStreetMap,3,14294.0,13223.0,17362.0,15175.0,14150.0,22556.0,19507.0,21703.0,137970.0,SW,35.57705585068259,High overlap (64.4%) with same-direction sites
"Location (35.1454, -85.2251)",35.14535315528283,-85.22509162672762,238,surface lot,174,False,2026-02-20T14:48:59.464672,OpenStreetMap,50,7184.0,12919.0,11444.0,11299.0,10102.0,15707.0,17392.0,10554.0,96601.0,W,45.802327374433126,High overlap (54.2%) with same-direction sites
"Location (35.0322, -85.2740)",35.03215089790346,-85.27396545209946,236,large surface lot,175,False,2026-02-20T14:48:59.464672,OpenStreetMap,19,14681.0,18495.0,23491.0,21131.0,21508.0,12913.0,15357.0,23268.0,150844.0,E,70.0,Serves different direction than overlapping sites
"Location (35.0433, -85.2582)",35.04327533719261,-85.258247358529,235,large surface lot,176,False,2026-02-20T14:48:59.464672,OpenStreetMap,22,11001.0,14664.0,14763.0,20295.0,19856.0,25827.0,19363.0,16645.0,142414.0,SW,38.28095052078662,High overlap (61.7%) with same-direction sites
"Location (35.0603, -85.1866)",35.06031042412346,-85.18657048640227,234,large surface lot,177,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,13520.0,6553.0,11757.0,12963.0,15365.0,14590.0,12225.0,9445.0,96418.0,S,31.099216026759446,High overlap (68.9%) with same-direction sites
"Location (35.0213, -85.3238)",35.02134974820969,-85.32378911420327,234,large surface lot,178,False,2026-02-20T14:48:59.464672,OpenStreetMap,51,16179.0,20495.0,21691.0,18064.0,9422.0,6984.0,6431.0,5012.0,104278.0,E,45.41196645883399,High overlap (54.6%) with same-direction sites
"Location (35.0484, -85.3213)",35.048362553937665,-85.32126683967726,232,surface lot,179,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,12694.0,19508.0,20975.0,19244.0,14754.0,6966.0,4813.0,4718.0,103672.0,E,31.317164509305563,High overlap (68.7%) with same-direction sites
"Location (35.0911, -85.1313)",35.0910822505826,-85.13126174265213,231,large surface lot,180,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,11763.0,9823.0,4667.0,8473.0,10630.0,7829.0,9316.0,6344.0,68845.0,N,100.0,Isolated site (no nearby competitors)
"Location (35.1450, -85.2380)",35.14503041125064,-85.23801927686635,229,surface lot,181,False,2026-02-20T14:48:59.464672,OpenStreetMap,36,13919.0,12117.0,15051.0,12785.0,7172.0,14929.0,19596.0,11941.0,107510.0,W,32.50504426450106,High overlap (67.5%) with same-direction sites
"Location (35.0730, -85.1843)",35.07298721300562,-85.18427199724914,229,large surface lot,182,False,2026-02-20T14:48:59.464672,OpenStreetMap,26,12396.0,12514.0,6296.0,15395.0,13180.0,10143.0,11191.0,10609.0,91724.0,SE,28.29699236002352,High overlap (71.7%) with same-direction sites
"Location (35.0733, -85.1997)",35.073304680178325,-85.1997231333027,229,large surface lot,183,False,2026-02-20T14:48:59.464672,OpenStreetMap,52,14409.0,13626.0,11848.0,10913.0,11157.0,11118.0,9994.0,10823.0,93888.0,N,70.0,Serves different direction than overlapping sites
"Location (35.0620, -85.1926)",35.062012795021246,-85.1926222973768,227,large surface lot,184,False,2026-02-20T14:48:59.464672,OpenStreetMap,0,14671.0,10211.0,9332.0,12076.0,13742.0,14695.0,13816.0,8190.0,96733.0,SW,70.0,Serves different direction than overlapping sites
"Location (35.0558, -85.1319)",35.05576636942207,-85.13188329981932,227,large surface lot,185,False,2026-02-20T14:48:59.464672,OpenStreetMap,17,6411.0,11647.0,10474.0,14064.0,17373.0,15573.0,11883.0,11892.0,99317.0,S,40.39810341682325,High overlap (59.6%) with same-direction sites
"Location (35.0817, -85.0863)",35.081715321639,-85.0863019284407,226,surface lot,186,False,2026-02-20T14:48:59.464672,OpenStreetMap,24,10719.0,8523.0,13433.0,15467.0,17113.0,15337.0,7043.0,6149.0,93784.0,S,30.973337022860647,High overlap (69.0%) with same-direction sites
"Location (35.1345, -85.2393)",35.13450729874971,-85.2393211015132,225,large surface lot,187,False,2026-02-20T14:48:59.464672,OpenStreetMap,7,12575.0,17130.0,10472.0,6411.0,7919.0,16471.0,15633.0,16171.0,102782.0,NE,70.0,Serves different direction than overlapping sites
"Location (35.1420, -85.2350)",35.1419582382187,-85.23497943110098,225,large surface lot,188,False,2026-02-20T14:48:59.464672,OpenStreetMap,36,8563.0,15176.0,11760.0,12063.0,7172.0,14025.0,16095.0,11941.0,96795.0,W,37.568489758631664,High overlap (62.4%) with same-direction sites
"Location (35.0583, -85.1248)",35.058295270018355,-85.1248083375038,223,large surface lot,189,False,2026-02-20T14:48:59.464672,OpenStreetMap,17,3986.0,6308.0,11003.0,19183.0,19188.0,13357.0,12955.0,7243.0,93223.0,S,30.85424677606341,High overlap (69.1%) with same-direction sites
"Location (35.0162, -85.3838)",35.01624450154412,-85.38377485907684,221,large surface lot,190,False,2026-02-20T14:48:59.464672,OpenStreetMap,-1,4872.0,5500.0,8281.0,6702.0,5960.0,4200.0,3091.0,3526.0,42132.0,E,100.0,Isolated site (no nearby competitors)
"Location (35.0469, -85.2948)",35.0468975318479,-85.29479477792522,220,large surface lot,191,False,2026-02-20T14:48:59.464672,OpenStreetMap,8,23405.0,12569.0,18308.0,22406.0,24000.0,15657.0,18271.0,19119.0,153735.0,S,32.38767486577003,High overlap (67.6%) with same-direction sites
"Location (35.0966, -85.2197)",35.09664638753202,-85.21969128124277,220,large surface lot,192,False,2026-02-20T14:48:59.464672,OpenStreetMap,29,10963.0,9416.0,10139.0,11849.0,8159.0,9667.0,8256.0,15672.0,84121.0,NW,40.358661842269015,High overlap (59.6%) with same-direction sites
"Location (35.0717, -85.1848)",35.07169904893625,-85.18475041780376,219,large surface lot,193,False,2026-02-20T14:48:59.464672,OpenStreetMap,26,13627.0,12514.0,8721.0,15395.0,13180.0,11275.0,10527.0,10609.0,95848.0,SE,31.98131862494509,High overlap (68.0%) with same-direction sites
